Date,Aircraft,Category,Total Time,PIC,SIC,Instructor,Dual Received,Night,Act Inst,Sim Inst,X-Country
2026-02-21,R22 BETA II,Rotorcraft,1.3,1.3,0.0,0.0,1.3,0.0,0.0,0.0,0.0
